1 1 1 , 200 100 200 , 30 30 30 , 
-98.3311 -95.4832 -112.079 , 262.276 125.59 272.5 , 511.95 516.136 -9.80243 , 
-98.5207 -95.6667 -112.288 , 262.388 125.626 272.648 , 512.928 517.202 -9.99917 , 
-98.7103 -95.8502 -112.496 , 262.5 125.663 272.796 , 513.905 518.269 -10.196 , 
-98.8999 -96.0338 -112.704 , 262.612 125.7 272.944 , 514.883 519.336 -10.3929 , 
-99.0895 -96.2173 -112.913 , 262.723 125.737 273.092 , 515.861 520.403 -10.59 , 
-99.2791 -96.4008 -113.121 , 262.835 125.774 273.24 , 516.839 521.47 -10.7872 , 
-99.4687 -96.5844 -113.329 , 262.947 125.811 273.388 , 517.818 522.537 -10.9844 , 
-99.6584 -96.7679 -113.537 , 263.059 125.847 273.536 , 518.796 523.605 -11.1818 , 
-99.848 -96.9515 -113.746 , 263.171 125.884 273.684 , 519.775 524.673 -11.3793 , 
-100.038 -97.135 -113.954 , 263.282 125.921 273.832 , 520.753 525.741 -11.5768 , 
-100.227 -97.3186 -114.162 , 263.394 125.958 273.98 , 521.732 526.81 -11.7745 , 
-100.417 -97.5022 -114.371 , 263.506 125.994 274.128 , 522.711 527.878 -11.9723 , 
-100.607 -97.6858 -114.579 , 263.618 126.031 274.276 , 523.691 528.947 -12.1701 , 
-100.796 -97.8694 -114.787 , 263.729 126.068 274.424 , 524.67 530.016 -12.3681 , 
-100.986 -98.053 -114.996 , 263.841 126.104 274.572 , 525.65 531.085 -12.5662 , 
-101.176 -98.2366 -115.204 , 263.953 126.141 274.72 , 526.629 532.155 -12.7644 , 
-101.365 -98.4202 -115.412 , 264.064 126.178 274.868 , 527.609 533.224 -12.9626 , 
-101.555 -98.6038 -115.621 , 264.176 126.214 275.017 , 528.589 534.294 -13.161 , 
-101.745 -98.7874 -115.829 , 264.288 126.251 275.165 , 529.569 535.364 -13.3595 , 
-101.935 -98.9711 -116.037 , 264.4 126.288 275.313 , 530.55 536.434 -13.558 , 
-102.124 -99.1547 -116.245 , 264.511 126.324 275.461 , 531.53 537.505 -13.7567 , 
-102.314 -99.3384 -116.454 , 264.623 126.361 275.609 , 532.511 538.576 -13.9555 , 
-102.504 -99.522 -116.662 , 264.735 126.397 275.758 , 533.492 539.646 -14.1543 , 
-102.693 -99.7057 -116.87 , 264.846 126.434 275.906 , 534.473 540.718 -14.3533 , 
-102.883 -99.8893 -117.079 , 264.958 126.47 276.054 , 535.454 541.789 -14.5523 , 
-103.073 -100.073 -117.287 , 265.069 126.507 276.202 , 536.435 542.86 -14.7514 , 
-103.263 -100.257 -117.495 , 265.181 126.543 276.351 , 537.416 543.932 -14.9507 , 
-103.453 -100.44 -117.704 , 265.293 126.58 276.499 , 538.398 545.004 -15.15 , 
-103.642 -100.624 -117.912 , 265.404 126.616 276.647 , 539.38 546.076 -15.3494 , 
-103.832 -100.808 -118.121 , 265.516 126.653 276.795 , 540.362 547.148 -15.5489 , 
-104.022 -100.991 -118.329 , 265.628 126.689 276.944 , 541.344 548.221 -15.7485 , 
-104.212 -101.175 -118.537 , 265.739 126.726 277.092 , 542.326 549.294 -15.9482 , 
-104.401 -101.359 -118.746 , 265.851 126.762 277.24 , 543.308 550.366 -16.1479 , 
-104.591 -101.543 -118.954 , 265.962 126.799 277.389 , 544.291 551.44 -16.3478 , 
-104.781 -101.726 -119.162 , 266.074 126.835 277.537 , 545.273 552.513 -16.5478 , 
-104.971 -101.91 -119.371 , 266.185 126.871 277.685 , 546.256 553.586 -16.7478 , 
-105.161 -102.094 -119.579 , 266.297 126.908 277.834 , 547.239 554.66 -16.9479 , 
-105.351 -102.278 -119.787 , 266.408 126.944 277.982 , 548.222 555.734 -17.1481 , 
-105.54 -102.461 -119.996 , 266.52 126.981 278.131 , 549.205 556.808 -17.3484 , 
-105.73 -102.645 -120.204 , 266.631 127.017 278.279 , 550.188 557.882 -17.5488 , 
-105.92 -102.829 -120.412 , 266.743 127.053 278.427 , 551.172 558.957 -17.7493 , 
-106.11 -103.013 -120.621 , 266.854 127.089 278.576 , 552.155 560.031 -17.9498 , 
-106.3 -103.196 -120.829 , 266.966 127.126 278.724 , 553.139 561.106 -18.1505 , 
-106.49 -103.38 -121.038 , 267.077 127.162 278.873 , 554.123 562.181 -18.3512 , 
-106.68 -103.564 -121.246 , 267.189 127.198 279.021 , 555.107 563.256 -18.552 , 
-106.87 -103.748 -121.454 , 267.3 127.235 279.17 , 556.091 564.332 -18.7529 , 
-107.059 -103.932 -121.663 , 267.412 127.271 279.318 , 557.076 565.407 -18.9539 , 
-107.249 -104.115 -121.871 , 267.523 127.307 279.467 , 558.06 566.483 -19.155 , 
-107.439 -104.299 -122.079 , 267.635 127.343 279.615 , 559.045 567.559 -19.3561 , 
-107.629 -104.483 -122.288 , 267.746 127.379 279.764 , 560.029 568.635 -19.5573 , 
-107.819 -104.667 -122.496 , 267.858 127.416 279.912 , 561.014 569.711 -19.7586 , 
-108.009 -104.851 -122.705 , 267.969 127.452 280.061 , 561.999 570.788 -19.96 , 
-108.199 -105.034 -122.913 , 268.081 127.488 280.209 , 562.985 571.865 -20.1615 , 
-108.389 -105.218 -123.121 , 268.192 127.524 280.358 , 563.97 572.941 -20.363 , 
-108.579 -105.402 -123.33 , 268.303 127.56 280.506 , 564.955 574.018 -20.5646 , 
-108.769 -105.586 -123.538 , 268.415 127.596 280.655 , 565.941 575.096 -20.7664 , 
-108.959 -105.77 -123.747 , 268.526 127.633 280.803 , 566.927 576.173 -20.9681 , 
-109.149 -105.954 -123.955 , 268.638 127.669 280.952 , 567.912 577.251 -21.17 , 
-109.339 -106.138 -124.163 , 268.749 127.705 281.101 , 568.898 578.328 -21.3719 , 
-109.529 -106.321 -124.372 , 268.86 127.741 281.249 , 569.884 579.406 -21.5739 , 
-109.719 -106.505 -124.58 , 268.972 127.777 281.398 , 570.871 580.484 -21.776 , 
-109.909 -106.689 -124.789 , 269.083 127.813 281.546 , 571.857 581.563 -21.9782 , 
-110.099 -106.873 -124.997 , 269.194 127.849 281.695 , 572.844 582.641 -22.1804 , 
-110.289 -107.057 -125.205 , 269.306 127.885 281.844 , 573.83 583.72 -22.3828 , 
-110.479 -107.241 -125.414 , 269.417 127.921 281.992 , 574.817 584.799 -22.5852 , 
-110.669 -107.425 -125.622 , 269.528 127.957 282.141 , 575.804 585.878 -22.7876 , 
-110.859 -107.609 -125.831 , 269.64 127.993 282.29 , 576.791 586.957 -22.9902 , 
-111.049 -107.793 -126.039 , 269.751 128.029 282.438 , 577.778 588.036 -23.1928 , 
-111.239 -107.977 -126.248 , 269.862 128.065 282.587 , 578.765 589.115 -23.3955 , 
-111.429 -108.161 -126.456 , 269.974 128.101 282.736 , 579.753 590.195 -23.5983 , 
-111.619 -108.345 -126.664 , 270.085 128.137 282.885 , 580.74 591.275 -23.8011 , 
-111.809 -108.528 -126.873 , 270.196 128.173 283.033 , 581.728 592.355 -24.004 , 
-111.999 -108.712 -127.081 , 270.307 128.209 283.182 , 582.716 593.435 -24.207 , 
-112.189 -108.896 -127.29 , 270.419 128.245 283.331 , 583.704 594.515 -24.41 , 
-112.379 -109.08 -127.498 , 270.53 128.281 283.479 , 584.692 595.596 -24.6132 , 
-112.569 -109.264 -127.707 , 270.641 128.317 283.628 , 585.68 596.677 -24.8164 , 
-112.759 -109.448 -127.915 , 270.752 128.353 283.777 , 586.668 597.757 -25.0196 , 
-112.949 -109.632 -128.123 , 270.864 128.388 283.926 , 587.657 598.838 -25.223 , 
-113.139 -109.816 -128.332 , 270.975 128.424 284.075 , 588.645 599.92 -25.4264 , 
-113.33 -110 -128.54 , 271.086 128.46 284.223 , 589.634 601.001 -25.6298 , 
-113.52 -110.184 -128.749 , 271.197 128.496 284.372 , 590.623 602.082 -25.8334 , 
-113.71 -110.368 -128.957 , 271.309 128.532 284.521 , 591.612 603.164 -26.037 , 
-113.9 -110.552 -129.166 , 271.42 128.568 284.67 , 592.601 604.246 -26.2407 , 
-114.09 -110.736 -129.374 , 271.531 128.603 284.819 , 593.59 605.328 -26.4444 , 
-114.28 -110.92 -129.583 , 271.642 128.639 284.967 , 594.579 606.41 -26.6483 , 
-114.47 -111.104 -129.791 , 271.753 128.675 285.116 , 595.569 607.492 -26.8521 , 
-114.66 -111.288 -130 , 271.865 128.711 285.265 , 596.558 608.575 -27.0561 , 
-114.851 -111.472 -130.208 , 271.976 128.747 285.414 , 597.548 609.657 -27.2601 , 
-115.041 -111.656 -130.416 , 272.087 128.782 285.563 , 598.538 610.74 -27.4642 , 
-115.231 -111.84 -130.625 , 272.198 128.818 285.712 , 599.527 611.823 -27.6684 , 
-115.421 -112.024 -130.833 , 272.309 128.854 285.861 , 600.517 612.906 -27.8726 , 
-115.611 -112.208 -131.042 , 272.42 128.89 286.01 , 601.508 613.989 -28.0769 , 
-115.801 -112.393 -131.25 , 272.532 128.925 286.158 , 602.498 615.072 -28.2812 , 
-115.992 -112.577 -131.459 , 272.643 128.961 286.307 , 603.488 616.156 -28.4856 , 
-116.182 -112.761 -131.667 , 272.754 128.997 286.456 , 604.479 617.24 -28.6901 , 
-116.372 -112.945 -131.876 , 272.865 129.032 286.605 , 605.469 618.324 -28.8946 , 
-116.562 -113.129 -132.084 , 272.976 129.068 286.754 , 606.46 619.408 -29.0992 , 
-116.752 -113.313 -132.293 , 273.087 129.104 286.903 , 607.451 620.492 -29.3039 , 
-116.943 -113.497 -132.501 , 273.198 129.139 287.052 , 608.442 621.576 -29.5086 , 
-117.133 -113.681 -132.71 , 273.309 129.175 287.201 , 609.433 622.66 -29.7134 , 
-117.323 -113.865 -132.918 , 273.421 129.211 287.35 , 610.424 623.745 -29.9183 , 
-117.513 -114.049 -133.127 , 273.532 129.246 287.499 , 611.416 624.83 -30.1232 , 
-117.703 -114.233 -133.335 , 273.643 129.282 287.648 , 612.407 625.915 -30.3282 , 
-117.894 -114.417 -133.544 , 273.754 129.318 287.797 , 613.399 627 -30.5332 , 
-118.084 -114.602 -133.752 , 273.865 129.353 287.946 , 614.39 628.085 -30.7383 , 
-118.274 -114.786 -133.961 , 273.976 129.389 288.095 , 615.382 629.17 -30.9435 , 
-118.464 -114.97 -134.169 , 274.087 129.424 288.244 , 616.374 630.256 -31.1487 , 
-118.655 -115.154 -134.378 , 274.198 129.46 288.393 , 617.366 631.341 -31.354 , 
-118.845 -115.338 -134.586 , 274.309 129.495 288.542 , 618.358 632.427 -31.5594 , 
-119.035 -115.522 -134.795 , 274.42 129.531 288.691 , 619.35 633.513 -31.7648 , 
-119.225 -115.706 -135.003 , 274.531 129.567 288.84 , 620.343 634.599 -31.9702 , 
-119.416 -115.891 -135.212 , 274.642 129.602 288.989 , 621.335 635.685 -32.1758 , 
-119.606 -116.075 -135.42 , 274.753 129.638 289.138 , 622.328 636.772 -32.3813 , 
-119.796 -116.259 -135.629 , 274.864 129.673 289.287 , 623.32 637.858 -32.587 , 
-119.987 -116.443 -135.837 , 274.975 129.709 289.436 , 624.313 638.945 -32.7927 , 
-120.177 -116.627 -136.046 , 275.086 129.744 289.585 , 625.306 640.032 -32.9984 , 
-120.367 -116.811 -136.254 , 275.197 129.78 289.735 , 626.299 641.119 -33.2042 , 
-120.557 -116.996 -136.463 , 275.308 129.815 289.884 , 627.292 642.206 -33.4101 , 
-120.748 -117.18 -136.671 , 275.419 129.85 290.033 , 628.285 643.293 -33.6161 , 
-120.938 -117.364 -136.88 , 275.53 129.886 290.182 , 629.279 644.38 -33.822 , 
-121.128 -117.548 -137.088 , 275.641 129.921 290.331 , 630.272 645.468 -34.0281 , 
-121.319 -117.732 -137.297 , 275.752 129.957 290.48 , 631.266 646.555 -34.2342 , 
-121.509 -117.917 -137.505 , 275.863 129.992 290.629 , 632.259 647.643 -34.4403 , 
-121.699 -118.101 -137.714 , 275.974 130.028 290.778 , 633.253 648.731 -34.6466 , 
-121.89 -118.285 -137.922 , 276.085 130.063 290.928 , 634.247 649.819 -34.8528 , 
-122.08 -118.469 -138.131 , 276.196 130.098 291.077 , 635.241 650.907 -35.0591 , 
-122.27 -118.653 -138.339 , 276.307 130.134 291.226 , 636.235 651.996 -35.2655 , 
-122.461 -118.838 -138.548 , 276.418 130.169 291.375 , 637.229 653.084 -35.472 , 
-122.651 -119.022 -138.756 , 276.529 130.205 291.524 , 638.223 654.173 -35.6784 , 
-122.841 -119.206 -138.965 , 276.64 130.24 291.673 , 639.218 655.261 -35.885 , 
-123.032 -119.39 -139.173 , 276.751 130.275 291.823 , 640.212 656.35 -36.0916 , 
-123.222 -119.575 -139.382 , 276.862 130.311 291.972 , 641.207 657.439 -36.2982 , 
-123.413 -119.759 -139.591 , 276.972 130.346 292.121 , 642.202 658.528 -36.5049 , 
-123.603 -119.943 -139.799 , 277.083 130.381 292.27 , 643.196 659.618 -36.7117 , 
-123.793 -120.127 -140.008 , 277.194 130.417 292.419 , 644.191 660.707 -36.9185 , 
-123.984 -120.312 -140.216 , 277.305 130.452 292.569 , 645.186 661.797 -37.1254 , 
-124.174 -120.496 -140.425 , 277.416 130.487 292.718 , 646.182 662.886 -37.3323 , 
-124.365 -120.68 -140.633 , 277.527 130.523 292.867 , 647.177 663.976 -37.5392 , 
-124.555 -120.864 -140.842 , 277.638 130.558 293.016 , 648.172 665.066 -37.7463 , 
-124.745 -121.049 -141.05 , 277.749 130.593 293.166 , 649.168 666.156 -37.9533 , 
-124.936 -121.233 -141.259 , 277.859 130.628 293.315 , 650.163 667.246 -38.1605 , 
-125.126 -121.417 -141.467 , 277.97 130.664 293.464 , 651.159 668.337 -38.3676 , 
-125.317 -121.602 -141.676 , 278.081 130.699 293.613 , 652.154 669.427 -38.5749 , 
-125.507 -121.786 -141.885 , 278.192 130.734 293.763 , 653.15 670.518 -38.7821 , 
-125.698 -121.97 -142.093 , 278.303 130.769 293.912 , 654.146 671.608 -38.9895 , 
-125.888 -122.155 -142.302 , 278.414 130.805 294.061 , 655.142 672.699 -39.1968 , 
-126.078 -122.339 -142.51 , 278.525 130.84 294.211 , 656.138 673.79 -39.4043 , 
-126.269 -122.523 -142.719 , 278.635 130.875 294.36 , 657.135 674.881 -39.6118 , 
-126.459 -122.708 -142.927 , 278.746 130.91 294.509 , 658.131 675.972 -39.8193 , 
-126.65 -122.892 -143.136 , 278.857 130.945 294.659 , 659.127 677.064 -40.0269 , 
-126.84 -123.076 -143.344 , 278.968 130.981 294.808 , 660.124 678.155 -40.2345 , 
-127.031 -123.261 -143.553 , 279.079 131.016 294.957 , 661.121 679.247 -40.4422 , 
-127.221 -123.445 -143.762 , 279.189 131.051 295.107 , 662.117 680.338 -40.6499 , 
-127.412 -123.629 -143.97 , 279.3 131.086 295.256 , 663.114 681.43 -40.8577 , 
-127.602 -123.814 -144.179 , 279.411 131.121 295.405 , 664.111 682.522 -41.0655 , 
-127.793 -123.998 -144.387 , 279.522 131.156 295.555 , 665.108 683.614 -41.2733 , 
-127.983 -124.182 -144.596 , 279.633 131.192 295.704 , 666.105 684.707 -41.4813 , 
-128.174 -124.367 -144.804 , 279.743 131.227 295.853 , 667.102 685.799 -41.6892 , 
-128.364 -124.551 -145.013 , 279.854 131.262 296.003 , 668.1 686.891 -41.8972 , 
-128.555 -124.735 -145.222 , 279.965 131.297 296.152 , 669.097 687.984 -42.1053 , 
-128.745 -124.92 -145.43 , 280.076 131.332 296.302 , 670.095 689.077 -42.3134 , 
-128.936 -125.104 -145.639 , 280.186 131.367 296.451 , 671.092 690.169 -42.5216 , 
-129.126 -125.288 -145.847 , 280.297 131.402 296.6 , 672.09 691.262 -42.7298 , 
-129.317 -125.473 -146.056 , 280.408 131.437 296.75 , 673.088 692.355 -42.938 , 
-129.507 -125.657 -146.265 , 280.519 131.472 296.899 , 674.085 693.449 -43.1463 , 
-129.698 -125.842 -146.473 , 280.629 131.507 297.049 , 675.083 694.542 -43.3547 , 
-129.888 -126.026 -146.682 , 280.74 131.543 297.198 , 676.081 695.635 -43.563 , 
-130.079 -126.21 -146.89 , 280.851 131.578 297.347 , 677.08 696.729 -43.7715 , 
-130.269 -126.395 -147.099 , 280.962 131.613 297.497 , 678.078 697.823 -43.9799 , 
-130.46 -126.579 -147.308 , 281.072 131.648 297.646 , 679.076 698.916 -44.1885 , 
-130.651 -126.764 -147.516 , 281.183 131.683 297.796 , 680.075 700.01 -44.397 , 
-130.841 -126.948 -147.725 , 281.294 131.718 297.945 , 681.073 701.104 -44.6056 , 
-131.032 -127.133 -147.933 , 281.404 131.753 298.095 , 682.072 702.198 -44.8143 , 
-131.222 -127.317 -148.142 , 281.515 131.788 298.244 , 683.07 703.293 -45.023 , 
-131.413 -127.501 -148.351 , 281.626 131.823 298.394 , 684.069 704.387 -45.2318 , 
-131.603 -127.686 -148.559 , 281.737 131.858 298.543 , 685.068 705.481 -45.4405 , 
-131.794 -127.87 -148.768 , 281.847 131.893 298.693 , 686.067 706.576 -45.6494 , 
-131.985 -128.055 -148.976 , 281.958 131.928 298.842 , 687.066 707.671 -45.8583 , 
-132.175 -128.239 -149.185 , 282.069 131.963 298.992 , 688.065 708.766 -46.0672 , 
-132.366 -128.424 -149.394 , 282.179 131.998 299.141 , 689.065 709.86 -46.2761 , 
-132.556 -128.608 -149.602 , 282.29 132.033 299.291 , 690.064 710.956 -46.4852 , 
-132.747 -128.793 -149.811 , 282.401 132.067 299.44 , 691.063 712.051 -46.6942 , 
-132.938 -128.977 -150.019 , 282.511 132.102 299.59 , 692.063 713.146 -46.9033 , 
-133.128 -129.161 -150.228 , 282.622 132.137 299.739 , 693.063 714.241 -47.1124 , 
-133.319 -129.346 -150.437 , 282.733 132.172 299.889 , 694.062 715.337 -47.3216 , 
-133.509 -129.53 -150.645 , 282.843 132.207 300.038 , 695.062 716.432 -47.5308 , 
-133.7 -129.715 -150.854 , 282.954 132.242 300.188 , 696.062 717.528 -47.7401 , 
-133.891 -129.899 -151.062 , 283.064 132.277 300.337 , 697.062 718.624 -47.9494 , 
-134.081 -130.084 -151.271 , 283.175 132.312 300.487 , 698.062 719.72 -48.1588 , 
-134.272 -130.268 -151.48 , 283.286 132.347 300.637 , 699.062 720.816 -48.3681 , 
-134.463 -130.453 -151.688 , 283.396 132.382 300.786 , 700.062 721.912 -48.5776 , 
-134.653 -130.637 -151.897 , 283.507 132.417 300.936 , 701.062 723.008 -48.787 , 
-134.844 -130.822 -152.106 , 283.618 132.451 301.085 , 702.063 724.105 -48.9966 , 
-135.035 -131.006 -152.314 , 283.728 132.486 301.235 , 703.063 725.201 -49.2061 , 
-135.225 -131.191 -152.523 , 283.839 132.521 301.384 , 704.064 726.298 -49.4157 , 
-135.416 -131.375 -152.732 , 283.949 132.556 301.534 , 705.065 727.395 -49.6253 , 
-135.607 -131.56 -152.94 , 284.06 132.591 301.684 , 706.065 728.491 -49.835 , 
-135.797 -131.744 -153.149 , 284.171 132.626 301.833 , 707.066 729.588 -50.0447 , 
-135.988 -131.929 -153.357 , 284.281 132.66 301.983 , 708.067 730.685 -50.2545 , 
-136.179 -132.114 -153.566 , 284.392 132.695 302.132 , 709.068 731.782 -50.4643 , 
-136.369 -132.298 -153.775 , 284.502 132.73 302.282 , 710.069 732.88 -50.6741 , 
-136.56 -132.483 -153.983 , 284.613 132.765 302.432 , 711.07 733.977 -50.884 , 
-136.751 -132.667 -154.192 , 284.723 132.8 302.581 , 712.071 735.074 -51.0939 , 
-136.941 -132.852 -154.401 , 284.834 132.834 302.731 , 713.073 736.172 -51.3039 , 
-137.132 -133.036 -154.609 , 284.945 132.869 302.881 , 714.074 737.27 -51.5139 , 
-137.323 -133.221 -154.818 , 285.055 132.904 303.03 , 715.076 738.367 -51.7239 , 
-137.513 -133.405 -155.027 , 285.166 132.939 303.18 , 716.077 739.465 -51.934 , 
-137.704 -133.59 -155.235 , 285.276 132.974 303.33 , 717.079 740.563 -52.1441 , 
-137.895 -133.774 -155.444 , 285.387 133.008 303.479 , 718.081 741.661 -52.3542 , 
-138.086 -133.959 -155.653 , 285.497 133.043 303.629 , 719.082 742.76 -52.5644 , 
-138.276 -134.144 -155.861 , 285.608 133.078 303.779 , 720.084 743.858 -52.7746 , 
-138.467 -134.328 -156.07 , 285.718 133.113 303.928 , 721.086 744.956 -52.9849 , 
-138.658 -134.513 -156.278 , 285.829 133.147 304.078 , 722.088 746.055 -53.1952 , 
-138.848 -134.697 -156.487 , 285.939 133.182 304.228 , 723.09 747.153 -53.4055 , 
-139.039 -134.882 -156.696 , 286.05 133.217 304.377 , 724.093 748.252 -53.6159 , 
-139.23 -135.067 -156.904 , 286.16 133.251 304.527 , 725.095 749.351 -53.8263 , 
-139.421 -135.251 -157.113 , 286.271 133.286 304.677 , 726.097 750.45 -54.0368 , 
-139.611 -135.436 -157.322 , 286.381 133.321 304.826 , 727.1 751.549 -54.2473 , 
-139.802 -135.62 -157.53 , 286.492 133.356 304.976 , 728.102 752.648 -54.4578 , 
-139.993 -135.805 -157.739 , 286.602 133.39 305.126 , 729.105 753.747 -54.6683 , 
-140.184 -135.99 -157.948 , 286.713 133.425 305.276 , 730.108 754.846 -54.8789 , 
-140.375 -136.174 -158.156 , 286.823 133.46 305.425 , 731.11 755.946 -55.0896 , 
-140.565 -136.359 -158.365 , 286.934 133.494 305.575 , 732.113 757.045 -55.3002 , 
-140.756 -136.543 -158.574 , 287.044 133.529 305.725 , 733.116 758.145 -55.5109 , 
-140.947 -136.728 -158.782 , 287.155 133.564 305.875 , 734.119 759.244 -55.7217 , 
-141.138 -136.913 -158.991 , 287.265 133.598 306.024 , 735.122 760.344 -55.9325 , 
-141.328 -137.097 -159.2 , 287.376 133.633 306.174 , 736.126 761.444 -56.1433 , 
-141.519 -137.282 -159.408 , 287.486 133.668 306.324 , 737.129 762.544 -56.3541 , 
-141.71 -137.467 -159.617 , 287.597 133.702 306.474 , 738.132 763.644 -56.565 , 
-141.901 -137.651 -159.826 , 287.707 133.737 306.623 , 739.136 764.744 -56.7759 , 
-142.092 -137.836 -160.034 , 287.818 133.771 306.773 , 740.139 765.845 -56.9869 , 
-142.282 -138.021 -160.243 , 287.928 133.806 306.923 , 741.143 766.945 -57.1979 , 
-142.473 -138.205 -160.452 , 288.039 133.841 307.073 , 742.146 768.046 -57.4089 , 
-142.664 -138.39 -160.661 , 288.149 133.875 307.223 , 743.15 769.146 -57.62 , 
-142.855 -138.574 -160.869 , 288.259 133.91 307.372 , 744.154 770.247 -57.8311 , 
-143.046 -138.759 -161.078 , 288.37 133.944 307.522 , 745.158 771.348 -58.0422 , 
-143.236 -138.944 -161.287 , 288.48 133.979 307.672 , 746.162 772.448 -58.2534 , 
-143.427 -139.128 -161.495 , 288.591 134.014 307.822 , 747.166 773.549 -58.4646 , 
-143.618 -139.313 -161.704 , 288.701 134.048 307.972 , 748.17 774.65 -58.6758 , 
-143.809 -139.498 -161.913 , 288.812 134.083 308.121 , 749.174 775.752 -58.8871 , 
-144 -139.683 -162.121 , 288.922 134.117 308.271 , 750.178 776.853 -59.0984 , 
-144.191 -139.867 -162.33 , 289.032 134.152 308.421 , 751.182 777.954 -59.3097 , 
-144.381 -140.052 -162.539 , 289.143 134.186 308.571 , 752.187 779.055 -59.5211 , 
-144.572 -140.237 -162.747 , 289.253 134.221 308.721 , 753.191 780.157 -59.7325 , 
-144.763 -140.421 -162.956 , 289.364 134.255 308.871 , 754.196 781.259 -59.9439 , 
-144.954 -140.606 -163.165 , 289.474 134.29 309.02 , 755.2 782.36 -60.1554 , 
-145.145 -140.791 -163.374 , 289.584 134.324 309.17 , 756.205 783.462 -60.3669 , 
-145.336 -140.975 -163.582 , 289.695 134.359 309.32 , 757.21 784.564 -60.5784 , 
-145.527 -141.16 -163.791 , 289.805 134.393 309.47 , 758.215 785.666 -60.79 , 
-145.718 -141.345 -164 , 289.916 134.428 309.62 , 759.219 786.768 -61.0016 , 
-145.908 -141.529 -164.208 , 290.026 134.462 309.77 , 760.224 787.87 -61.2132 , 
-146.099 -141.714 -164.417 , 290.136 134.497 309.92 , 761.229 788.972 -61.4249 , 
-146.29 -141.899 -164.626 , 290.247 134.531 310.069 , 762.235 790.075 -61.6366 , 
-146.481 -142.084 -164.834 , 290.357 134.566 310.219 , 763.24 791.177 -61.8483 , 
-146.672 -142.268 -165.043 , 290.467 134.6 310.369 , 764.245 792.28 -62.0601 , 
-146.863 -142.453 -165.252 , 290.578 134.635 310.519 , 765.25 793.382 -62.2718 , 
-147.054 -142.638 -165.461 , 290.688 134.669 310.669 , 766.256 794.485 -62.4837 , 
-147.245 -142.823 -165.669 , 290.798 134.704 310.819 , 767.261 795.588 -62.6955 , 
-147.436 -143.007 -165.878 , 290.909 134.738 310.969 , 768.267 796.691 -62.9074 , 
-147.626 -143.192 -166.087 , 291.019 134.773 311.119 , 769.272 797.794 -63.1193 , 
-147.817 -143.377 -166.295 , 291.13 134.807 311.269 , 770.278 798.897 -63.3313 , 
-148.008 -143.562 -166.504 , 291.24 134.842 311.419 , 771.284 800 -63.5433 , 
-148.199 -143.746 -166.713 , 291.35 134.876 311.568 , 772.29 801.103 -63.7553 , 
-148.39 -143.931 -166.922 , 291.461 134.91 311.718 , 773.296 802.206 -63.9673 , 
-148.581 -144.116 -167.13 , 291.571 134.945 311.868 , 774.302 803.31 -64.1794 , 
-148.772 -144.301 -167.339 , 291.681 134.979 312.018 , 775.308 804.413 -64.3915 , 
-148.963 -144.485 -167.548 , 291.792 135.014 312.168 , 776.314 805.517 -64.6036 , 
-149.154 -144.67 -167.757 , 291.902 135.048 312.318 , 777.32 806.62 -64.8158 , 
-149.345 -144.855 -167.965 , 292.012 135.082 312.468 , 778.326 807.724 -65.028 , 
-149.536 -145.04 -168.174 , 292.122 135.117 312.618 , 779.333 808.828 -65.2402 , 
-149.727 -145.224 -168.383 , 292.233 135.151 312.768 , 780.339 809.932 -65.4525 , 
-149.918 -145.409 -168.591 , 292.343 135.186 312.918 , 781.345 811.036 -65.6648 , 
-150.109 -145.594 -168.8 , 292.453 135.22 313.068 , 782.352 812.14 -65.8771 , 
-150.3 -145.779 -169.009 , 292.564 135.254 313.218 , 783.358 813.244 -66.0895 , 
-150.49 -145.964 -169.218 , 292.674 135.289 313.368 , 784.365 814.348 -66.3018 , 
-150.681 -146.148 -169.426 , 292.784 135.323 313.518 , 785.372 815.453 -66.5143 , 
-150.872 -146.333 -169.635 , 292.895 135.357 313.668 , 786.379 816.557 -66.7267 , 
-151.063 -146.518 -169.844 , 293.005 135.392 313.818 , 787.386 817.662 -66.9392 , 
-151.254 -146.703 -170.053 , 293.115 135.426 313.968 , 788.392 818.766 -67.1517 , 
-151.445 -146.888 -170.261 , 293.225 135.461 314.118 , 789.399 819.871 -67.3642 , 
-151.636 -147.072 -170.47 , 293.336 135.495 314.268 , 790.407 820.976 -67.5767 , 
-151.827 -147.257 -170.679 , 293.446 135.529 314.418 , 791.414 822.081 -67.7893 , 
-152.018 -147.442 -170.888 , 293.556 135.564 314.568 , 792.421 823.186 -68.0019 , 
-152.209 -147.627 -171.096 , 293.666 135.598 314.718 , 793.428 824.291 -68.2146 , 
-152.4 -147.812 -171.305 , 293.777 135.632 314.868 , 794.435 825.396 -68.4273 , 
-152.591 -147.997 -171.514 , 293.887 135.666 315.018 , 795.443 826.501 -68.64 , 
-152.782 -148.181 -171.723 , 293.997 135.701 315.168 , 796.45 827.606 -68.8527 , 
-152.973 -148.366 -171.931 , 294.107 135.735 315.318 , 797.458 828.711 -69.0654 , 
-153.164 -148.551 -172.14 , 294.218 135.769 315.468 , 798.465 829.817 -69.2782 , 
-153.355 -148.736 -172.349 , 294.328 135.804 315.618 , 799.473 830.922 -69.491 , 
-153.546 -148.921 -172.558 , 294.438 135.838 315.768 , 800.481 832.028 -69.7039 , 
